,price,kms_driven,owner,age,power,brand
706,120000,16562,First Owner,4,350,Royal Enfield
707,29500,21017,First Owner,9,100,Hero
708,51300,2800,First Owner,2,100,Hero
709,35242,3000,First Owner,5,100,Hero
710,65000,20000,First Owner,7,220,Bajaj
711,110000,26000,First Owner,6,200,KTM
712,70000,25000,First Owner,5,200,Bajaj
713,68000,5800,First Owner,4,220,Bajaj
714,30000,26000,First Owner,8,110,Hero
715,30000,8000,First Owner,5,100,TVS
716,108000,9700,First Owner,4,250,Yamaha
717,150000,3300,First Owner,4,400,Bajaj
718,174600,9200,First Owner,4,500,Royal Enfield
719,33000,44020,First Owner,7,150,Honda
720,91500,7000,First Owner,6,200,Bajaj
721,94500,10000,First Owner,6,200,Bajaj
722,80000,17000,First Owner,6,200,Bajaj
723,90000,12000,First Owner,3,150,Suzuki
724,26900,31000,First Owner,8,125,Bajaj
725,72378,21496,First Owner,9,350,Royal Enfield
726,110000,9000,First Owner,4,350,Royal Enfield
727,17500,52018,First Owner,7,100,Bajaj
728,308000,16000,First Owner,3,320,Yamaha
729,150800,7000,First Owner,3,400,Bajaj
730,55000,15558,First Owner,4,150,Bajaj
731,110000,5700,First Owner,6,200,Bajaj
732,120000,28000,First Owner,7,500,Royal Enfield
733,199999,6550,First Owner,3,310,TVS
734,58000,35000,Second Owner,6,150,Yamaha
735,32000,28329,First Owner,6,110,Hero
736,31500,26000,First Owner,7,150,Bajaj
737,21000,40000,First Owner,9,150,Bajaj
738,20000,22500,First Owner,12,100,Hero
739,52000,3840,First Owner,3,125,Honda
740,90000,2684,First Owner,3,200,TVS
741,154900,7050,First Owner,3,350,Royal Enfield
742,125000,33000,First Owner,4,350,Royal Enfield
743,95000,24500,First Owner,3,150,Yamaha
744,51900,25000,First Owner,4,150,Bajaj
745,40000,34400,First Owner,5,160,TVS
746,130000,25000,First Owner,3,400,Bajaj
747,60000,30000,First Owner,9,150,Honda
748,133600,3000,First Owner,5,350,Royal Enfield
749,28000,36000,First Owner,11,125,Honda
750,20600,30000,First Owner,9,100,Hero
751,112000,25000,First Owner,6,350,Royal Enfield
752,55000,20000,First Owner,6,160,TVS
753,40000,14168,First Owner,5,110,Honda
754,21000,50000,First Owner,10,150,Hero
755,84000,3200,First Owner,4,150,Suzuki
756,160000,10500,First Owner,5,390,KTM
757,74700,20194,First Owner,2,160,TVS
758,48600,20559,First Owner,4,150,Yamaha
759,39300,53000,First Owner,5,160,Honda
760,26900,53000,First Owner,9,150,Suzuki
761,100000,48000,First Owner,12,500,Royal Enfield
762,85000,13000,First Owner,4,250,Yamaha
763,30000,46700,First Owner,10,150,Hero
764,61000,10000,First Owner,4,150,Yamaha
765,69825,28261,First Owner,4,150,Yamaha
766,85000,23399,Third Owner,6,350,Royal Enfield
767,20000,38576,First Owner,11,135,Bajaj
768,23500,22000,First Owner,10,150,Hero
769,60000,40997,First Owner,6,150,Suzuki
770,75000,39000,First Owner,5,150,Yamaha
777,68900,16980,Second Owner,4,150,Yamaha
778,59999,35958,First Owner,5,200,TVS
779,65000,15000,First Owner,3,150,Yamaha
780,183000,11439,First Owner,7,250,Hyosung
781,66400,12500,First Owner,5,180,TVS
782,31500,56423,First Owner,8,125,Honda
783,130000,11200,First Owner,3,350,Royal Enfield
784,100000,11760,First Owner,4,200,Bajaj
785,26500,22000,First Owner,10,160,TVS
786,23000,24121,First Owner,10,100,Hero
787,66000,1112,First Owner,2,200,Hero
788,75000,13000,First Owner,6,150,Yamaha
789,170000,4600,First Owner,2,200,KTM
790,45000,22000,First Owner,6,150,Bajaj
791,36500,9000,First Owner,3,110,Honda
792,40200,43000,First Owner,7,160,TVS
793,16000,22141,First Owner,7,150,Bajaj
794,19784,89748,First Owner,13,135,Bajaj
795,110900,4200,First Owner,3,150,Yamaha
796,135000,9000,First Owner,3,350,Royal Enfield
797,72500,9500,First Owner,4,160,Honda
798,33000,14000,First Owner,4,100,Bajaj
799,94300,13000,First Owner,6,200,Bajaj
800,22000,35000,First Owner,11,220,Bajaj
801,110000,23500,First Owner,4,150,Honda
802,118000,25000,First Owner,7,200,KTM
803,14800,39525,First Owner,11,100,Bajaj
804,133700,2000,First Owner,3,350,Royal Enfield
805,23000,25000,Second Owner,6,125,Hero
806,20000,20000,First Owner,10,200,Bajaj
807,115000,25000,First Owner,6,350,Royal Enfield
808,18500,20000,First Owner,9,125,Bajaj
809,170000,4000,First Owner,3,400,Bajaj
810,114000,7500,First Owner,4,350,Royal Enfield
811,36000,9500,First Owner,5,110,Hero
812,98000,26000,First Owner,5,350,Royal Enfield
813,50000,17000,First Owner,5,150,Bajaj
839,117000,14640,First Owner,5,350,Royal Enfield
840,26000,12340,First Owner,5,100,TVS
841,87500,13000,First Owner,6,350,Royal Enfield
842,82000,17252,First Owner,5,200,Bajaj
843,45000,12699,First Owner,5,125,Hero
844,20400,87000,First Owner,11,150,Bajaj
845,355100,1710,First Owner,4,300,Kawasaki
846,310000,6000,First Owner,2,300,Kawasaki
847,120000,5100,First Owner,6,350,Royal Enfield
848,52000,15583,First Owner,4,125,Honda
849,67000,26000,First Owner,3,150,Bajaj
850,180000,200,First Owner,2,410,Royal Enfield
851,22000,28938,First Owner,9,100,Hero
852,20000,18438,First Owner,9,110,Honda
853,195000,6000,First Owner,2,400,Bajaj
854,101900,18000,First Owner,5,350,Royal Enfield
855,108000,27000,First Owner,6,350,Royal Enfield
860,45000,17000,First Owner,5,160,Honda
861,90000,12000,First Owner,8,500,Royal Enfield
862,150000,21000,First Owner,6,390,KTM
864,45000,13400,First Owner,4,150,Hero
865,35000,30000,Second Owner,5,150,Yamaha
867,78000,14500,First Owner,3,200,TVS
868,21700,28000,First Owner,8,125,Bajaj
869,21800,28000,First Owner,8,150,Bajaj
870,65500,12000,First Owner,8,150,Honda
871,175000,2382,First Owner,2,350,Royal Enfield
872,95000,27800,First Owner,6,200,KTM
873,89025,5800,First Owner,6,150,Yamaha
874,140000,5103,First Owner,5,500,Royal Enfield
875,145000,2476,First Owner,2,125,KTM
879,63647,6750,First Owner,5,150,Bajaj
880,90000,31000,First Owner,6,200,KTM
881,89000,6500,First Owner,8,350,Royal Enfield
882,44000,2525,First Owner,4,150,Bajaj
883,82000,37654,Second Owner,9,500,Royal Enfield
884,386000,22000,First Owner,4,750,Harley-Davidson
885,19000,25000,First Owner,10,150,Hero
886,52000,7845,First Owner,5,150,Bajaj
887,115204,9000,First Owner,4,250,Yamaha
888,147000,15000,First Owner,6,390,KTM
889,85000,2500,First Owner,2,150,Bajaj
890,33000,50000,First Owner,9,125,Bajaj
891,18600,49660,First Owner,12,100,Hero
892,20000,18000,First Owner,10,100,Bajaj
898,48000,51000,First Owner,4,160,Bajaj
905,101500,3000,First Owner,8,350,Royal Enfield
906,61400,33000,First Owner,9,150,Yamaha
916,140000,5200,First Owner,4,500,Royal Enfield
917,27800,20000,First Owner,10,150,Yamaha
918,175000,7976,First Owner,2,250,KTM
919,110000,17000,First Owner,5,350,Royal Enfield
920,380000,6500,First Owner,6,750,Harley-Davidson
921,53200,28100,First Owner,7,200,Bajaj
922,65000,21000,First Owner,8,250,Honda
923,69600,20500,First Owner,3,220,Bajaj
924,72000,50000,First Owner,4,220,Bajaj
935,175000,8000,First Owner,3,300,Mahindra
936,35000,22000,First Owner,8,100,Hero
937,22900,12000,First Owner,5,100,TVS
939,19000,48568,First Owner,14,125,Yamaha
940,213300,9900,First Owner,4,390,KTM
941,115700,15000,Second Owner,4,350,Royal Enfield
942,45000,4894,First Owner,5,110,Hero
943,200000,12000,First Owner,3,390,KTM
944,210000,4500,First Owner,3,390,KTM
945,78000,29000,First Owner,6,150,Yamaha
946,115000,35000,First Owner,5,300,Mahindra
947,60000,15252,First Owner,6,150,Honda
950,41000,19500,Second Owner,4,150,Bajaj
951,35000,41016,First Owner,9,180,Bajaj
952,65000,15112,First Owner,5,220,Bajaj
953,110000,12300,First Owner,5,200,Bajaj
954,110000,46026,First Owner,6,350,Royal Enfield
955,27000,101250,Third Owner,14,223,Hero
956,26000,25000,First Owner,7,110,Honda
957,30100,15823,First Owner,5,100,Hero
958,10669,49000,First Owner,15,100,Hero
959,23500,26000,First Owner,13,100,Hero
960,37000,18110,First Owner,6,125,Honda
961,90000,39000,First Owner,6,200,Bajaj
962,155000,1650,First Owner,2,350,Royal Enfield
963,41300,49000,Second Owner,7,200,Bajaj
964,43000,28454,Second Owner,4,160,TVS
965,25300,17000,First Owner,8,150,Hero
966,65000,7200,First Owner,3,160,Bajaj
967,121700,18000,First Owner,5,200,Bajaj
968,18000,25000,First Owner,9,100,Bajaj
969,24300,29000,First Owner,11,223,Hero
970,18000,50000,First Owner,17,100,Bajaj
971,42000,15327,First Owner,5,150,Bajaj
972,105000,10468,First Owner,2,250,Yamaha
973,60000,37000,First Owner,7,150,Yamaha
974,99999,55,Second Owner,15,350,Royal Enfield
975,50000,8191,First Owner,4,100,Hero
976,40000,40000,First Owner,6,150,Hero
977,20500,30000,First Owner,9,100,Bajaj
978,31000,16278,First Owner,5,110,Hero
979,19000,98581,First Owner,9,150,Bajaj
980,19000,16206,First Owner,9,125,Bajaj
981,45000,27000,First Owner,9,200,Bajaj
982,137000,3297,First Owner,4,400,Bajaj
983,114000,12000,First Owner,4,400,Bajaj
984,30000,23000,First Owner,6,100,Hero
985,25000,16954,First Owner,6,100,Bajaj
986,34000,8048,First Owner,3,100,TVS
987,115000,1954,First Owner,3,150,Yamaha
988,21000,23039,First Owner,9,100,Hero
989,30000,15059,First Owner,3,100,Bajaj
990,105000,21000,First Owner,6,350,Royal Enfield
991,102000,9700,First Owner,7,500,Royal Enfield
992,90000,8000,First Owner,7,350,Royal Enfield
993,30500,22422,First Owner,9,125,Honda
994,30000,61743,First Owner,8,110,Honda
995,60000,4900,First Owner,4,150,Bajaj
996,80000,21700,First Owner,5,200,Bajaj
997,87550,15000,Second Owner,5,500,Royal Enfield
998,400000,2400,First Owner,5,650,Hyosung
999,35000,7830,First Owner,4,110,Hero
1000,55000,3500,First Owner,5,220,Bajaj
1001,180000,9500,First Owner,3,500,Royal Enfield
1002,175000,16786,First Owner,3,500,Royal Enfield
1003,155000,5192,First Owner,4,500,Royal Enfield
1004,42000,30000,First Owner,4,150,Bajaj
1005,92200,39000,First Owner,5,350,Royal Enfield
1006,148000,7300,First Owner,2,350,Royal Enfield
1007,22918,79685,First Owner,5,110,TVS
1008,15000,12800,First Owner,12,150,Bajaj
1009,110000,14000,Second Owner,4,400,Bajaj
1010,160000,5800,First Owner,3,350,Royal Enfield
1011,40000,14500,First Owner,5,150,Bajaj
1012,23000,6957,First Owner,13,100,Hero
1013,33000,42816,First Owner,6,150,Yamaha
1014,45000,30000,First Owner,5,150,Bajaj
1015,13500,55239,First Owner,12,180,Bajaj
1016,61000,16000,Third Owner,9,200,KTM
1017,24000,10000,First Owner,5,100,TVS
1018,25000,21539,First Owner,4,100,TVS
1019,25600,25000,First Owner,7,125,Honda
1020,70000,34000,First Owner,7,150,Honda
1021,699000,7200,First Owner,7,1000,Suzuki
1022,63000,19443,First Owner,5,150,Bajaj
1023,155000,12000,First Owner,2,350,Royal Enfield
1024,123100,18000,First Owner,4,400,Bajaj
1025,120000,11850,First Owner,5,200,KTM
1026,115600,16000,First Owner,3,150,Yamaha
1027,165000,18348,First Owner,3,350,Royal Enfield
1028,40000,14836,First Owner,8,150,Yamaha
1029,135000,17000,First Owner,3,400,Bajaj
1030,178000,100,First Owner,1,125,KTM
1031,90000,16500,First Owner,6,200,Bajaj
1032,21000,9500,First Owner,10,150,Hero
1033,11000,21311,First Owner,18,100,Bajaj
1034,88000,20000,First Owner,5,200,Bajaj
1037,245500,27000,First Owner,5,300,Benelli
1038,57000,16056,First Owner,4,160,TVS
1039,155000,5862,First Owner,2,250,Suzuki
1040,1000000,1470,First Owner,4,1200,Harley-Davidson
1041,55000,8351,First Owner,2,110,Honda
1042,59000,10800,First Owner,5,220,Bajaj
1043,32000,28000,First Owner,9,150,Yamaha
1044,46000,7400,First Owner,3,125,Honda
1045,35273,3100,First Owner,8,150,Yamaha
1046,22100,24000,Second Owner,7,100,Hero
1047,38000,22200,First Owner,5,150,Bajaj
1048,37000,18377,First Owner,7,110,Hero
1049,31000,16257,First Owner,5,110,Suzuki
1050,60000,24581,First Owner,4,150,Yamaha
1051,65800,9200,First Owner,5,150,Bajaj
1052,60000,30000,First Owner,4,160,Honda
1054,85000,10000,First Owner,3,200,Bajaj
1055,75000,3400,First Owner,4,200,Bajaj
1056,68000,14544,First Owner,3,220,Bajaj
1057,86700,28154,First Owner,4,350,Royal Enfield
1058,80000,13000,First Owner,4,250,Yamaha
1059,32600,13330,First Owner,4,100,Hero
1060,100000,20000,First Owner,4,250,Yamaha
1061,110000,30000,First Owner,6,350,Royal Enfield
1062,60000,17423,First Owner,4,150,Honda
1063,30000,21358,First Owner,5,100,Hero
1064,57473,42000,First Owner,10,250,Honda
1065,16000,46589,First Owner,11,135,Bajaj
1066,32000,18779,First Owner,6,125,Hero
1067,99000,17047,First Owner,5,350,Royal Enfield
1068,34500,80000,Second Owner,10,150,Hero
1069,22000,12257,First Owner,5,100,TVS
1070,35500,17500,Second Owner,5,150,Bajaj
1071,35000,15621,First Owner,4,125,Bajaj
1072,35000,22000,Second Owner,8,220,Bajaj
1073,35000,19000,Second Owner,6,150,Yamaha
1074,42000,32567,First Owner,5,100,Hero
1078,33000,18000,First Owner,4,110,TVS
1079,47000,33846,First Owner,5,160,TVS
1080,41000,15478,First Owner,6,150,Suzuki
1081,36000,28554,First Owner,4,125,Bajaj
1095,55000,73845,First Owner,6,150,Bajaj
1096,32000,23105,First Owner,4,100,Hero
1097,93500,2500,First Owner,2,200,TVS
1098,35000,34000,First Owner,6,125,Hero
1100,38700,22540,First Owner,5,150,Bajaj
1101,63000,19854,First Owner,4,150,Yamaha
1102,67000,21483,First Owner,3,200,TVS
1103,125000,32000,First Owner,7,350,Royal Enfield
1104,118000,12000,First Owner,5,350,Royal Enfield
1105,70000,10741,First Owner,4,160,Honda
1106,80000,15009,First Owner,3,220,Bajaj
1108,29000,19851,First Owner,4,110,Hero
1109,52000,30000,First Owner,5,180,Bajaj
1110,33085,35000,First Owner,8,220,Bajaj
1112,29515,27281,First Owner,5,160,Honda
1113,119000,23000,First Owner,4,400,Bajaj
1114,93000,6000,First Owner,9,500,Royal Enfield
1115,45000,21205,First Owner,6,160,TVS
1116,104000,3311,First Owner,6,350,Royal Enfield
1117,55000,30578,First Owner,6,150,Yamaha
1118,180000,9868,First Owner,5,390,KTM
1119,18000,13550,First Owner,8,125,Bajaj
1120,35000,30154,First Owner,10,220,Bajaj
1121,65000,22840,First Owner,11,350,Royal Enfield
1122,60000,5500,First Owner,4,125,Honda
1123,152000,8000,First Owner,3,500,Royal Enfield
1124,125000,8554,First Owner,5,500,Royal Enfield
1125,26000,75000,First Owner,9,125,Bajaj
1126,130000,1300,First Owner,1,200,TVS
1128,24999,29500,Second Owner,9,100,Bajaj
1129,79000,12966,First Owner,3,200,Bajaj
1130,35000,14500,First Owner,12,150,Bajaj
1131,35000,37000,First Owner,8,110,Mahindra
1132,98000,749,First Owner,1,160,TVS
1133,99999,7921,First Owner,6,350,Royal Enfield
1134,75000,40000,Second Owner,6,200,Bajaj
1137,15200,36000,Second Owner,12,100,Hero
1138,42000,44400,First Owner,8,220,Bajaj
1144,58000,7500,First Owner,4,125,Honda
1147,108000,1914,First Owner,3,125,KTM
1148,37000,39500,First Owner,5,150,Bajaj
1149,111300,8000,First Owner,2,125,KTM
1150,72300,16800,First Owner,4,150,Yamaha
1151,21000,16681,First Owner,10,100,Hero
1152,68000,21400,First Owner,4,200,TVS
1153,60000,35641,First Owner,5,220,Bajaj
1154,38000,46333,First Owner,5,125,Bajaj
1155,38000,41736,First Owner,7,220,Bajaj
1156,80000,32000,First Owner,6,200,Bajaj
1157,270000,12872,First Owner,2,310,BMW
1158,85700,5000,First Owner,7,350,Royal Enfield
1159,98000,48000,First Owner,6,500,Royal Enfield
1160,41000,29324,First Owner,7,200,Bajaj
1161,70926,17772,First Owner,3,150,Suzuki
1165,155000,2200,First Owner,2,200,KTM
1166,20300,26000,First Owner,7,100,Bajaj
1167,180000,8000,First Owner,6,350,Royal Enfield
1168,54000,3700,First Owner,2,110,Honda
1169,75000,20000,First Owner,9,350,Royal Enfield
1170,35000,7285,First Owner,3,110,Bajaj
1171,200000,4400,First Owner,2,310,TVS
1172,17500,38554,First Owner,10,100,Hero
1173,168000,10000,First Owner,2,200,KTM
1174,140000,17931,First Owner,3,350,Royal Enfield
1175,136000,2719,First Owner,3,350,Royal Enfield
1176,135000,14878,First Owner,3,350,Royal Enfield
1177,130000,16500,First Owner,3,350,Royal Enfield
1178,115000,7850,First Owner,4,350,Royal Enfield
1179,60000,15000,First Owner,4,150,Suzuki
1183,125000,4500,First Owner,3,350,Royal Enfield
1184,142000,9500,First Owner,3,400,Bajaj
1185,65000,40000,First Owner,4,180,TVS
1186,26000,12000,First Owner,10,100,Bajaj
1187,38000,23500,First Owner,8,100,Hero
1188,93000,9772,First Owner,3,200,TVS
1190,85000,5000,First Owner,3,200,TVS
1197,85000,15000,Second Owner,4,250,Yamaha
1198,120000,19500,First Owner,7,500,Royal Enfield
1201,120000,35000,First Owner,5,200,Bajaj
1202,62000,21000,First Owner,5,150,Yamaha
1203,150000,1800,First Owner,2,350,Royal Enfield
1207,360000,2200,First Owner,7,750,Harley-Davidson
1210,58000,15000,First Owner,8,150,Yamaha
1211,170000,3000,First Owner,6,250,Hyosung
1214,32000,34169,First Owner,7,150,Yamaha
1215,42000,19877,First Owner,5,180,TVS
1216,30000,16920,First Owner,5,150,Bajaj
1217,80000,30000,First Owner,7,150,Yamaha
1219,25500,10000,First Owner,30,100,Hero
1220,119000,15064,First Owner,5,410,Royal Enfield
1224,28000,50000,First Owner,7,180,TVS
1225,119000,11976,Third Owner,6,500,Royal Enfield
1226,151000,1500,First Owner,3,350,Royal Enfield
1227,47000,21000,First Owner,9,350,Royal Enfield
1228,115000,26000,First Owner,6,350,Royal Enfield
1231,44000,6200,First Owner,3,100,Hero
1232,23000,16898,First Owner,9,100,Hero
1233,35000,37000,First Owner,6,110,Hero
1235,36000,19000,First Owner,4,100,Hero
1236,28000,18184,First Owner,8,100,Bajaj
1237,52600,8000,First Owner,2,110,Honda
1238,40100,26134,First Owner,5,180,Bajaj
1239,56000,40772,First Owner,5,180,Bajaj
1240,121600,9000,First Owner,6,350,Royal Enfield
1241,20010,24578,First Owner,13,150,Hero
1242,40000,34000,First Owner,11,150,Yamaha
1243,115000,38500,First Owner,5,390,KTM
1247,35000,16432,First Owner,3,100,Hero
1248,36000,13240,First Owner,9,150,Bajaj
1249,75700,80000,First Owner,14,350,Royal Enfield
1251,250000,920,First Owner,2,650,Royal Enfield
1252,27000,12580,First Owner,6,125,Hero
1254,46500,12432,First Owner,3,100,Hero
1255,145200,11200,First Owner,5,250,Benelli
1256,13500,30000,First Owner,12,100,Hero
1257,16000,67614,First Owner,10,125,Suzuki
1258,71300,40000,First Owner,7,350,Royal Enfield
1259,90000,32000,First Owner,4,150,Yamaha
1260,35600,41932,First Owner,5,150,Bajaj
1261,24000,35456,First Owner,10,150,Yamaha
1262,15000,60000,First Owner,15,100,Hero
1263,116100,8000,First Owner,4,350,Royal Enfield
1264,35000,23599,First Owner,6,160,TVS
1265,150000,900,First Owner,4,500,Royal Enfield
1266,110000,7800,First Owner,5,350,Royal Enfield
1267,88000,24263,First Owner,5,150,Yamaha
1268,22500,37000,First Owner,5,100,Hero
1269,25000,15500,Second Owner,7,125,Honda
1270,60000,16969,First Owner,17,350,Royal Enfield
1271,62000,11000,Second Owner,17,350,Royal Enfield
1272,210000,4000,First Owner,6,300,Kawasaki
1273,90000,23500,First Owner,4,150,Honda
1274,108000,5000,First Owner,6,200,KTM
1275,17500,21037,First Owner,11,100,Bajaj
1276,200000,6400,Second Owner,5,300,Benelli
1277,146400,10300,First Owner,5,250,Benelli
1278,130000,6600,First Owner,18,350,Royal Enfield
1279,67000,12500,First Owner,4,200,TVS
1280,10600,107000,First Owner,16,100,Bajaj
1281,110000,24271,First Owner,4,350,Royal Enfield
1282,35000,35000,Second Owner,5,150,Bajaj
1283,20500,31542,First Owner,12,150,Honda
1284,133300,11000,First Owner,5,350,Royal Enfield
1285,64000,4455,First Owner,4,200,TVS
1286,48000,14751,First Owner,4,125,Honda
1287,350000,2500,First Owner,5,650,Hyosung
1288,43000,16000,First Owner,3,110,Honda
1289,99700,21000,First Owner,3,150,Yamaha
1290,94300,30860,First Owner,7,350,Royal Enfield
1291,135000,3000,First Owner,2,150,Yamaha
1292,14800,35000,Third Owner,10,150,Hero
1293,129200,2476,First Owner,5,350,Royal Enfield
1294,62000,5100,First Owner,5,160,TVS
1295,102100,3884,First Owner,3,350,Royal Enfield
1296,75000,13000,First Owner,3,150,Yamaha
1297,16800,30000,First Owner,12,100,Hero
1298,21000,24000,Second Owner,19,100,Hero
1299,130000,14000,First Owner,6,500,Royal Enfield
1300,42000,29000,First Owner,6,180,Bajaj
1301,22800,85000,First Owner,8,150,Yamaha
1302,27000,40000,First Owner,9,150,Hero
1303,33000,18148,First Owner,5,150,Bajaj
1304,63000,1639,First Owner,4,160,TVS
1305,78000,6200,First Owner,3,200,TVS
1306,11500,72300,First Owner,14,150,Bajaj
1307,185000,21000,First Owner,5,250,Hyosung
1308,145000,3000,First Owner,3,150,Yamaha
1309,50000,18500,First Owner,9,220,Bajaj
